"unique_id","population_count","measure_id","data_value","short_question_text"
"3651000-36081056000",1647,"MHLTH",11.4,"Mental Health"
"3651000-36081056100",73,"MHLTH",10.2,"Mental Health"
"3651000-36081056200",1517,"MHLTH",12.5,"Mental Health"
"3651000-36081056400",1783,"MHLTH",11.5,"Mental Health"
"3651000-36081056500",1567,"MHLTH",12.6,"Mental Health"
"3651000-36081056600",1487,"MHLTH",13.4,"Mental Health"
"3651000-36081056700",4574,"MHLTH",11,"Mental Health"
"3651000-36081056800",4550,"MHLTH",11.6,"Mental Health"
"3651000-36081057700",3625,"MHLTH",12.2,"Mental Health"
"3651000-36081057900",1592,"MHLTH",11.9,"Mental Health"
"3651000-36081058000",3641,"MHLTH",10.7,"Mental Health"
"3651000-36081058100",2662,"MHLTH",11.1,"Mental Health"
"3651000-36081058200",4490,"MHLTH",12.2,"Mental Health"
"3651000-36081058300",3254,"MHLTH",11.1,"Mental Health"
"3651000-36081058500",4062,"MHLTH",12.5,"Mental Health"
"3651000-36081058700",3296,"MHLTH",12.5,"Mental Health"
"3651000-36081058900",4196,"MHLTH",14.4,"Mental Health"
"3651000-36081059000",1074,"MHLTH",11.1,"Mental Health"
"3651000-36081059100",5826,"MHLTH",11.9,"Mental Health"
"3651000-36081059200",1280,"MHLTH",10.9,"Mental Health"
"3651000-36081059300",3881,"MHLTH",11.5,"Mental Health"
"3651000-36081059400",1537,"MHLTH",10.4,"Mental Health"
"3651000-36081059500",4700,"MHLTH",11.8,"Mental Health"
"3651000-36081059600",1304,"MHLTH",9.6,"Mental Health"
"3651000-36081059800",1643,"MHLTH",10.1,"Mental Health"
"3651000-36081059900",1525,"MHLTH",11.8,"Mental Health"
"3651000-36081060000",1056,"MHLTH",9.3,"Mental Health"
"3651000-36081060100",2111,"MHLTH",12.9,"Mental Health"
"3651000-36081060300",1706,"MHLTH",10.7,"Mental Health"
"3651000-36081060600",1381,"MHLTH",9.7,"Mental Health"
"3651000-36081060800",1413,"MHLTH",10.3,"Mental Health"
"3651000-36081061000",1268,"MHLTH",9.3,"Mental Health"
"3651000-36081061200",1597,"MHLTH",8.9,"Mental Health"
"3651000-36081061301",5295,"MHLTH",12.6,"Mental Health"
"3651000-36081061400",1234,"MHLTH",9.7,"Mental Health"
"3651000-36081061601",2180,"MHLTH",9.8,"Mental Health"
"3651000-36081061602",1152,"MHLTH",10.2,"Mental Health"
"3651000-36081061800",1583,"MHLTH",10.2,"Mental Health"
"3651000-36081061900",2783,"MHLTH",11.7,"Mental Health"
"3651000-36081062000",1440,"MHLTH",8.7,"Mental Health"
"3651000-36081062100",2746,"MHLTH",12.5,"Mental Health"
"3651000-36081062200",1983,"MHLTH",9.8,"Mental Health"
"3651000-36081062300",1789,"MHLTH",11.7,"Mental Health"
"3651000-36081062500",2388,"MHLTH",11.2,"Mental Health"
"3651000-36081062600",2620,"MHLTH",10.7,"Mental Health"
"3651000-36081062700",2879,"MHLTH",12.4,"Mental Health"
"3651000-36081062900",2782,"MHLTH",12.2,"Mental Health"
"3651000-36081063000",1579,"MHLTH",10.6,"Mental Health"
"3651000-36081063200",2134,"MHLTH",10.3,"Mental Health"
"3651000-36081063301",1416,"MHLTH",11.8,"Mental Health"
"3651000-36081063302",1476,"MHLTH",11.4,"Mental Health"
"3651000-36081063500",2513,"MHLTH",11.4,"Mental Health"
"3651000-36081063700",3148,"MHLTH",10,"Mental Health"
"3651000-36081063800",3425,"MHLTH",11.1,"Mental Health"
"3651000-36081063900",2747,"MHLTH",10.7,"Mental Health"
"3651000-36081064101",1960,"MHLTH",10.3,"Mental Health"
"3651000-36081064102",113,"MHLTH",12.4,"Mental Health"
"3651000-36081064500",1979,"MHLTH",9.7,"Mental Health"
"3651000-36081064600",2829,"MHLTH",10.1,"Mental Health"
"3651000-36081065000",2650,"MHLTH",10,"Mental Health"
"3651000-36005006500",5337,"OBESITY",36.7,"Obesity"
"3651000-36081065400",2788,"MHLTH",11.2,"Mental Health"
"3651000-36081065600",4853,"MHLTH",11.9,"Mental Health"
"3651000-36081065702",1675,"MHLTH",12,"Mental Health"
"3651000-36081065703",2597,"MHLTH",10.7,"Mental Health"
"3651000-36081065900",1666,"MHLTH",10,"Mental Health"
"3651000-36081066000",3233,"MHLTH",11,"Mental Health"
"3651000-36081066100",1495,"MHLTH",10.6,"Mental Health"
"3651000-36081066300",2601,"MHLTH",9.6,"Mental Health"
"3651000-36081066400",9612,"MHLTH",11.3,"Mental Health"
"3651000-36081066501",3275,"MHLTH",10.2,"Mental Health"
"3651000-36081066701",2575,"MHLTH",11,"Mental Health"
"3651000-36081066900",1706,"MHLTH",9.3,"Mental Health"
"3651000-36081067100",2100,"MHLTH",9.6,"Mental Health"
"3651000-36081067700",1786,"MHLTH",9.9,"Mental Health"
"3651000-36081067900",4094,"MHLTH",11.1,"Mental Health"
"3651000-36081068000",4708,"MHLTH",11.2,"Mental Health"
"3651000-36081068200",1102,"MHLTH",11,"Mental Health"
"3651000-36081068300",4210,"MHLTH",9.3,"Mental Health"
"3651000-36081068700",4630,"MHLTH",9.9,"Mental Health"
"3651000-36081069000",3252,"MHLTH",11.4,"Mental Health"
"3651000-36081069300",2883,"MHLTH",11.3,"Mental Health"
"3651000-36081069400",3314,"MHLTH",11.5,"Mental Health"
"3651000-36081069500",2128,"MHLTH",9.2,"Mental Health"
"3651000-36081069701",3616,"MHLTH",9.5,"Mental Health"
"3651000-36081069702",3911,"MHLTH",8.4,"Mental Health"
"3651000-36081070300",2010,"MHLTH",10.7,"Mental Health"
"3651000-36081070700",2303,"MHLTH",8.3,"Mental Health"
"3651000-36081070900",2483,"MHLTH",8,"Mental Health"
"3651000-36081071100",5272,"MHLTH",9,"Mental Health"
"3651000-36081071303",4973,"MHLTH",8.5,"Mental Health"
"3651000-36081071304",6136,"MHLTH",9.8,"Mental Health"
"3651000-36081071305",4871,"MHLTH",8.4,"Mental Health"
"3651000-36081071306",5811,"MHLTH",10,"Mental Health"
"3651000-36081071701",5161,"MHLTH",9.4,"Mental Health"
"3651000-36081071702",3921,"MHLTH",9,"Mental Health"
"3651000-36081071900",2630,"MHLTH",11.6,"Mental Health"
"3651000-36081072100",4963,"MHLTH",10.7,"Mental Health"
"3651000-36081072300",2127,"MHLTH",7,"Mental Health"
"3651000-36081072900",1363,"MHLTH",8,"Mental Health"
"3651000-36081073100",1515,"MHLTH",7.9,"Mental Health"
"3651000-36081073700",2042,"MHLTH",7.9,"Mental Health"
"3651000-36081073900",5028,"MHLTH",7.9,"Mental Health"
"3651000-36081074100",3015,"MHLTH",8.4,"Mental Health"
"3651000-36081074300",4221,"MHLTH",10.1,"Mental Health"
"3651000-36081074500",3571,"MHLTH",10.4,"Mental Health"
"3651000-36081074700",3386,"MHLTH",9.1,"Mental Health"
"3651000-36081074900",1453,"MHLTH",6.7,"Mental Health"
"3651000-36081075701",4678,"MHLTH",7.2,"Mental Health"
"3651000-36081075702",4481,"MHLTH",8.2,"Mental Health"
"3651000-36081076901",4056,"MHLTH",7.5,"Mental Health"
"3651000-36081076902",1371,"MHLTH",8.7,"Mental Health"
"3651000-36081077300",2234,"MHLTH",8.5,"Mental Health"
"3651000-36081077500",2273,"MHLTH",9.1,"Mental Health"
"3651000-36081077902",5263,"MHLTH",9.7,"Mental Health"
"3651000-36081077903",2972,"MHLTH",9.9,"Mental Health"
"3651000-36081077904",6155,"MHLTH",10.8,"Mental Health"
"3651000-36081077905",2455,"MHLTH",8.3,"Mental Health"
"3651000-36081077906",3633,"MHLTH",10.2,"Mental Health"
"3651000-36081077907",3193,"MHLTH",11.9,"Mental Health"
"3651000-36081077908",3755,"MHLTH",12.5,"Mental Health"
"3651000-36081078800",1818,"MHLTH",12.4,"Mental Health"
"3651000-36081079000",2549,"MHLTH",13.5,"Mental Health"
"3651000-36081079200",2280,"MHLTH",12.3,"Mental Health"
"3651000-36081079701",7055,"MHLTH",9.6,"Mental Health"
"3651000-36081079702",4502,"MHLTH",12.2,"Mental Health"
"3651000-36081079900",3425,"MHLTH",11.8,"Mental Health"
"3651000-36081080301",4382,"MHLTH",12.6,"Mental Health"
"3651000-36081080302",3504,"MHLTH",9.9,"Mental Health"
"3651000-36081080900",6850,"MHLTH",10.2,"Mental Health"
"3651000-36081081400",3543,"MHLTH",13.5,"Mental Health"
"3651000-36081081800",3478,"MHLTH",15.1,"Mental Health"
"3651000-36081083700",5388,"MHLTH",11.3,"Mental Health"
"3651000-36081083800",4970,"MHLTH",12.3,"Mental Health"
"3651000-36081084000",6478,"MHLTH",13.8,"Mental Health"
"3651000-36081084500",5318,"MHLTH",12.1,"Mental Health"
"3651000-36081084601",2730,"MHLTH",11.8,"Mental Health"
"3651000-36081084602",1053,"MHLTH",13.9,"Mental Health"
"3651000-36081084900",7642,"MHLTH",15,"Mental Health"
"3651000-36081085300",5764,"MHLTH",11.7,"Mental Health"
"3651000-36081085500",6649,"MHLTH",11.4,"Mental Health"
"3651000-36081085700",5953,"MHLTH",12.5,"Mental Health"
"3651000-36081085900",5873,"MHLTH",11.2,"Mental Health"
"3651000-36005006700",6984,"OBESITY",39.7,"Obesity"
"3651000-36081086100",2370,"MHLTH",11.5,"Mental Health"
"3651000-36081086300",7277,"MHLTH",11.7,"Mental Health"
"3651000-36081086400",2634,"MHLTH",12.4,"Mental Health"
"3651000-36081086500",4514,"MHLTH",11.7,"Mental Health"
"3651000-36081086900",2131,"MHLTH",13,"Mental Health"
"3651000-36081087100",1752,"MHLTH",12.8,"Mental Health"
"3651000-36081088400",7337,"MHLTH",11.8,"Mental Health"
"3651000-36081088901",10266,"MHLTH",10.3,"Mental Health"
"3651000-36081089200",7430,"MHLTH",9.8,"Mental Health"
"3651000-36081090700",1355,"MHLTH",12,"Mental Health"
"3651000-36081091601",4079,"MHLTH",8.9,"Mental Health"
"3651000-36081091900",5766,"MHLTH",12.2,"Mental Health"
"3651000-36081092200",2206,"MHLTH",8.1,"Mental Health"
"3651000-36081092500",3681,"MHLTH",13,"Mental Health"
"3651000-36081092800",3246,"MHLTH",8.3,"Mental Health"
"3651000-36081092900",6496,"MHLTH",11.7,"Mental Health"
"3651000-36081093401",3789,"MHLTH",9.7,"Mental Health"
"3651000-36081093402",3657,"MHLTH",10.4,"Mental Health"
"3651000-36081093800",5218,"MHLTH",11.8,"Mental Health"
"3651000-36005006800",2897,"OBESITY",32.6,"Obesity"
"3651000-36081093900",4400,"MHLTH",11.2,"Mental Health"
"3651000-36081094201",3380,"MHLTH",12.4,"Mental Health"
"3651000-36081094202",4700,"MHLTH",14.1,"Mental Health"
"3651000-36081094203",5369,"MHLTH",11.6,"Mental Health"
"3651000-36081094500",3971,"MHLTH",10.1,"Mental Health"
"3651000-36081094700",2577,"MHLTH",11.8,"Mental Health"
"3651000-36081095400",5368,"MHLTH",12.3,"Mental Health"
"3651000-36081096400",4441,"MHLTH",13.4,"Mental Health"
"3651000-36081097202",2795,"MHLTH",17.1,"Mental Health"
"3651000-36081097203",6865,"MHLTH",19.3,"Mental Health"
"3651000-36081097204",3544,"MHLTH",14.4,"Mental Health"
"3651000-36081097300",2016,"MHLTH",10.5,"Mental Health"
"3651000-36081098100",2249,"MHLTH",10.7,"Mental Health"
"3651000-36081098700",2444,"MHLTH",9.9,"Mental Health"
"3651000-36081099100",6507,"MHLTH",8.6,"Mental Health"
"3651000-36081099200",3803,"MHLTH",15.6,"Mental Health"
"3651000-36081099701",2670,"MHLTH",8.4,"Mental Health"
"3651000-36081099703",3892,"MHLTH",8.2,"Mental Health"
"3651000-36081099704",6868,"MHLTH",7.9,"Mental Health"
"3651000-36081099705",2632,"MHLTH",8.9,"Mental Health"
"3651000-36081099801",7608,"MHLTH",12.3,"Mental Health"
"3651000-36081099802",5283,"MHLTH",12.3,"Mental Health"
"3651000-36081100801",2327,"MHLTH",11.5,"Mental Health"
"3651000-36081100802",8106,"MHLTH",12.9,"Mental Health"
"3651000-36081101001",9943,"MHLTH",15,"Mental Health"
"3651000-36081101002",4138,"MHLTH",11.3,"Mental Health"
"3651000-36081101700",5689,"MHLTH",9.9,"Mental Health"
"3651000-36081102900",3319,"MHLTH",11,"Mental Health"
"3651000-36081103201",6456,"MHLTH",16.9,"Mental Health"
"3651000-36081103202",6197,"MHLTH",14.2,"Mental Health"
"3651000-36081103300",4116,"MHLTH",10.5,"Mental Health"
"3651000-36081103900",6151,"MHLTH",9.5,"Mental Health"
"3651000-36081104700",7314,"MHLTH",9.9,"Mental Health"
"3651000-36081105900",3556,"MHLTH",9.9,"Mental Health"
"3651000-36081107201",2443,"MHLTH",12,"Mental Health"
"3651000-36081108500",2613,"MHLTH",10.2,"Mental Health"
"3651000-36081109300",3034,"MHLTH",8.2,"Mental Health"
"3651000-36081109700",1887,"MHLTH",8.7,"Mental Health"
"3651000-36081109900",3277,"MHLTH",9.4,"Mental Health"
"3651000-36081111300",2559,"MHLTH",9.1,"Mental Health"
"3651000-36081112300",2102,"MHLTH",8.6,"Mental Health"
"3651000-36081112900",2242,"MHLTH",8.8,"Mental Health"
"3651000-36081113300",1537,"MHLTH",9,"Mental Health"
"3651000-36081113900",3322,"MHLTH",10.8,"Mental Health"
"3651000-36081114100",2406,"MHLTH",8,"Mental Health"
"3651000-36081114700",1673,"MHLTH",9,"Mental Health"
"3651000-36081115100",1116,"MHLTH",9,"Mental Health"
"3651000-36081115500",2114,"MHLTH",10.3,"Mental Health"
"3651000-36081115700",3388,"MHLTH",10.2,"Mental Health"
"3651000-36081115900",3991,"MHLTH",11.2,"Mental Health"
"3651000-36081116100",4589,"MHLTH",11.1,"Mental Health"
"3651000-36081116300",9104,"MHLTH",13,"Mental Health"
"3651000-36081116700",2067,"MHLTH",13.4,"Mental Health"
"3651000-36081117100",2743,"MHLTH",11.1,"Mental Health"
"3651000-36081117500",4990,"MHLTH",9.4,"Mental Health"
"3651000-36081118100",1840,"MHLTH",10.4,"Mental Health"
"3651000-36081118500",2114,"MHLTH",11.6,"Mental Health"
"3651000-36081118700",2521,"MHLTH",11.8,"Mental Health"
"3651000-36081118900",2468,"MHLTH",9.9,"Mental Health"
"3651000-36081119100",3273,"MHLTH",10.9,"Mental Health"
"3651000-36081119300",2252,"MHLTH",11.6,"Mental Health"
"3651000-36081119500",1349,"MHLTH",9.8,"Mental Health"
"3651000-36081119900",1507,"MHLTH",10.7,"Mental Health"
"3651000-36081120100",1668,"MHLTH",11.5,"Mental Health"
"3651000-36081120300",1642,"MHLTH",10,"Mental Health"
"3651000-36081120500",3024,"MHLTH",12.3,"Mental Health"
"3651000-36081120700",2794,"MHLTH",9.9,"Mental Health"
"3651000-36081121500",4101,"MHLTH",10.8,"Mental Health"
"3651000-36081122300",3533,"MHLTH",10.3,"Mental Health"
"3651000-36081122701",10910,"MHLTH",10.8,"Mental Health"
"3651000-36081122702",6427,"MHLTH",14.2,"Mental Health"
"3651000-36081124100",3897,"MHLTH",9.6,"Mental Health"
"3651000-36081124700",3550,"MHLTH",9.1,"Mental Health"
"3651000-36081125700",3203,"MHLTH",10.4,"Mental Health"
"3651000-36081126500",1660,"MHLTH",10.2,"Mental Health"
"3651000-36081126700",4057,"MHLTH",12,"Mental Health"
"3651000-36081127700",3633,"MHLTH",8.5,"Mental Health"
"3651000-36081128300",73,"MHLTH",9.9,"Mental Health"
"3651000-36081129102",3341,"MHLTH",8.3,"Mental Health"
"3651000-36081129103",3566,"MHLTH",8.8,"Mental Health"
"3651000-36081129104",4102,"MHLTH",8.3,"Mental Health"
"3651000-36081130100",3791,"MHLTH",9.2,"Mental Health"
"3651000-36081133300",3679,"MHLTH",8.8,"Mental Health"
"3651000-36081133900",1302,"MHLTH",8.6,"Mental Health"
"3651000-36081134100",3259,"MHLTH",9,"Mental Health"
"3651000-36081134700",9572,"MHLTH",9.4,"Mental Health"
"3651000-36081136700",5879,"MHLTH",8.8,"Mental Health"
"3651000-36081137700",6606,"MHLTH",9.3,"Mental Health"
"3651000-36081138501",4743,"MHLTH",9.1,"Mental Health"
"3651000-36081138502",72,"MHLTH",7.3,"Mental Health"
"3651000-36081139900",1744,"MHLTH",8,"Mental Health"
"3651000-36081140300",2302,"MHLTH",9.1,"Mental Health"
"3651000-36081140901",914,"MHLTH",7.6,"Mental Health"
"3651000-36081140902",2603,"MHLTH",8.7,"Mental Health"
"3651000-36081141700",4475,"MHLTH",8.6,"Mental Health"
"3651000-36081142900",3624,"MHLTH",9.1,"Mental Health"
"3651000-36081143500",2199,"MHLTH",9,"Mental Health"
"3651000-36081144100",2926,"MHLTH",8.6,"Mental Health"
"3651000-36081144700",2927,"MHLTH",9.6,"Mental Health"
"3651000-36081145101",1360,"MHLTH",9,"Mental Health"
"3651000-36081145102",2468,"MHLTH",9.2,"Mental Health"
"3651000-36081145900",2772,"MHLTH",10.3,"Mental Health"
"3651000-36081146300",3000,"MHLTH",9.7,"Mental Health"
"3651000-36081146700",2736,"MHLTH",9.5,"Mental Health"
"3651000-36081147100",3341,"MHLTH",9.5,"Mental Health"
"3651000-36081147900",4241,"MHLTH",8.9,"Mental Health"
"3651000-36081148300",2863,"MHLTH",7.6,"Mental Health"
"3651000-36081150701",2930,"MHLTH",7.6,"Mental Health"
"3651000-36081150702",3178,"MHLTH",9.2,"Mental Health"
"3651000-36081152901",6401,"MHLTH",8.6,"Mental Health"
"3651000-36081152902",5126,"MHLTH",8.4,"Mental Health"
"3651000-36081155101",1806,"MHLTH",5.4,"Mental Health"
"3651000-36081155102",8185,"MHLTH",9,"Mental Health"
"3651000-36081156700",1790,"MHLTH",14,"Mental Health"
"3651000-36081157101",7216,"MHLTH",9.5,"Mental Health"
"3651000-36081157102",1996,"MHLTH",10.1,"Mental Health"
"3651000-36081157901",4800,"MHLTH",8.5,"Mental Health"
"3651000-36081157902",3836,"MHLTH",8.6,"Mental Health"
"3651000-36081157903",3944,"MHLTH",9.4,"Mental Health"
"3651000-36081161700",4297,"MHLTH",9.4,"Mental Health"
"3651000-36081162100",6197,"MHLTH",10.5,"Mental Health"
"3651000-36085000300",1927,"MHLTH",11.4,"Mental Health"
"3651000-36085000600",2408,"MHLTH",11.6,"Mental Health"
"3651000-36085000700",4915,"MHLTH",16,"Mental Health"
"3651000-36085000800",5583,"MHLTH",12.1,"Mental Health"
"3651000-36085000900",2112,"MHLTH",15.6,"Mental Health"
"3651000-36085001100",3987,"MHLTH",14.7,"Mental Health"
"3651000-36085001700",1788,"MHLTH",12.6,"Mental Health"
"3651000-36085001800",731,"MHLTH",12.5,"Mental Health"
"3651000-36085002001",2504,"MHLTH",11.2,"Mental Health"
"3651000-36085002002",3258,"MHLTH",10.6,"Mental Health"
"3651000-36085002100",4236,"MHLTH",15.3,"Mental Health"
"3651000-36085002700",2217,"MHLTH",16.7,"Mental Health"
"3651000-36085002900",5207,"MHLTH",17.4,"Mental Health"
"3651000-36085003300",3402,"MHLTH",11.1,"Mental Health"
"3651000-36085003600",2510,"MHLTH",12.9,"Mental Health"
"3651000-36085003900",2197,"MHLTH",11.6,"Mental Health"
"3651000-36085004000",12998,"MHLTH",14.7,"Mental Health"
"3651000-36085004700",3863,"MHLTH",13,"Mental Health"
"3651000-36085005000",3847,"MHLTH",11.6,"Mental Health"
"3651000-36085005900",2635,"MHLTH",10.9,"Mental Health"
"3651000-36085006400",3550,"MHLTH",12.6,"Mental Health"
"3651000-36085006700",2758,"MHLTH",11.2,"Mental Health"
"3651000-36085007000",8525,"MHLTH",14.4,"Mental Health"
"3651000-36085007400",4693,"MHLTH",12.4,"Mental Health"
"3651000-36085007500",3914,"MHLTH",16,"Mental Health"
"3651000-36085007700",1535,"MHLTH",15.8,"Mental Health"
"3651000-36085008100",4301,"MHLTH",12.8,"Mental Health"
"3651000-36085009601",4024,"MHLTH",11.6,"Mental Health"
"3651000-36085009602",3461,"MHLTH",11.1,"Mental Health"
"3651000-36085009700",3925,"MHLTH",12.6,"Mental Health"
"3651000-36085010500",5153,"MHLTH",12,"Mental Health"
"3651000-36085011201",5758,"MHLTH",12.5,"Mental Health"
"3651000-36085011202",6428,"MHLTH",13.1,"Mental Health"
"3651000-36085011401",3067,"MHLTH",16.2,"Mental Health"
"3651000-36085011402",3450,"MHLTH",11,"Mental Health"
"3651000-36085012100",3065,"MHLTH",11.2,"Mental Health"
"3651000-36085012200",3813,"MHLTH",10.7,"Mental Health"
"3651000-36085012500",2939,"MHLTH",13.8,"Mental Health"
"3651000-36085012804",4259,"MHLTH",12.8,"Mental Health"
"3651000-36085012805",3158,"MHLTH",12.8,"Mental Health"
"3651000-36085012806",5955,"MHLTH",12.2,"Mental Health"
"3651000-36085013201",1558,"MHLTH",10.7,"Mental Health"
"3651000-36085013203",5433,"MHLTH",11.6,"Mental Health"
"3651000-36085013204",4843,"MHLTH",11.8,"Mental Health"
"3651000-36085013301",1633,"MHLTH",21.8,"Mental Health"
"3651000-36085013302",3587,"MHLTH",15.8,"Mental Health"
"3651000-36085013400",3946,"MHLTH",12.1,"Mental Health"
"3651000-36085013800",6535,"MHLTH",10.8,"Mental Health"
"3651000-36085014100",2690,"MHLTH",12.5,"Mental Health"
"3651000-36085014604",6422,"MHLTH",12.4,"Mental Health"
"3651000-36085014605",3836,"MHLTH",11,"Mental Health"
"3651000-36085014606",6372,"MHLTH",11.9,"Mental Health"
"3651000-36085014607",4552,"MHLTH",11.9,"Mental Health"
"3651000-36085014608",3510,"MHLTH",11.8,"Mental Health"
"3651000-36085014700",3412,"MHLTH",9.9,"Mental Health"
"3651000-36085015100",5141,"MHLTH",10.9,"Mental Health"
"3651000-36085015601",6330,"MHLTH",11.2,"Mental Health"
"3651000-36085015602",3320,"MHLTH",10.9,"Mental Health"
"3651000-36085015603",4265,"MHLTH",11.5,"Mental Health"
"3651000-36085016901",2970,"MHLTH",11.4,"Mental Health"
"3651000-36085017005",4507,"MHLTH",11.2,"Mental Health"
"3651000-36085017007",4968,"MHLTH",12.3,"Mental Health"
"3651000-36085017008",7388,"MHLTH",11.6,"Mental Health"
"3651000-36085017009",4299,"MHLTH",11.7,"Mental Health"
"3651000-36085017010",8583,"MHLTH",12,"Mental Health"
"3651000-36085017011",4549,"MHLTH",12.2,"Mental Health"
"3651000-36085017012",4279,"MHLTH",11.5,"Mental Health"
"3651000-36085017300",2523,"MHLTH",14,"Mental Health"
"3651000-36085017600",4815,"MHLTH",11,"Mental Health"
"3651000-36085017700",7001,"MHLTH",9.6,"Mental Health"
"3651000-36085018100",2974,"MHLTH",10.7,"Mental Health"
"3651000-36085018701",1807,"MHLTH",11.7,"Mental Health"
"3651000-36085018702",7485,"MHLTH",10.6,"Mental Health"
"3651000-36085018901",5333,"MHLTH",12.2,"Mental Health"
"3651000-36085018902",5064,"MHLTH",10.6,"Mental Health"
"3651000-36085019700",1867,"MHLTH",10.4,"Mental Health"
"3651000-36085019800",6300,"MHLTH",11.6,"Mental Health"
"3651000-36085020100",3572,"MHLTH",11.3,"Mental Health"
"3651000-36085020700",6399,"MHLTH",16.1,"Mental Health"
"3651000-36085020801",8977,"MHLTH",13.6,"Mental Health"
"3651000-36085020803",6463,"MHLTH",11.1,"Mental Health"
"3651000-36085020804",5323,"MHLTH",11.1,"Mental Health"
"3651000-36085021300",5376,"MHLTH",14.3,"Mental Health"
"3651000-36085022300",2880,"MHLTH",13.4,"Mental Health"
"3651000-36085022600",8490,"MHLTH",11.2,"Mental Health"
"3651000-36085022800",105,"MHLTH",10.4,"Mental Health"
